Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-11-01,Transaction at Samsung,4678.99,Electronics,Cash,Los Angeles,Credit Card,Credit,Mobile,INR,Retail,Yes,Saturday,November,Morning
2025-05-05,Transaction at Lyft,1677.4,Transport,Credit Card,Boston,Savings,Credit,ATM,INR,Subscription,Yes,Monday,May,Afternoon
2025-10-01,Transaction at Amazon Prime,691.38,Entertainment,Debit Card,Los Angeles,Current,Debit,ATM,INR,Retail,Yes,Wednesday,October,Night
2025-01-04,Transaction at Tesco,1967.4,Grocery,Credit Card,Houston,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Saturday,January,Night
2025-04-04,Transaction at Disney+,2302.64,Entertainment,Credit Card,Los Angeles,Current,Credit,ATM,INR,Online Store,No,Friday,April,Night
2025-07-28,Transaction at Levis,129.63,Clothing,Credit Card,Boston,Credit Card,Debit,Desktop,INR,Online Store,Yes,Monday,July,Morning
2025-08-02,Transaction at Apple,3792.42,Electronics,Debit Card,Boston,Savings,Debit,Mobile,INR,Subscription,No,Saturday,August,Evening
2025-11-21,Transaction at Ola,3017.18,Transport,Credit Card,Houston,Salary,Debit,Mobile,INR,Restaurant,Yes,Friday,November,Evening
2025-07-21,Transaction at KFC,4969.6,Food,Debit Card,New York,Savings,Credit,Desktop,INR,Online Store,Yes,Monday,July,Morning
2025-12-14,Transaction at Metro,3055.39,Transport,Debit Card,Houston,Credit Card,Debit,ATM,INR,Service,Yes,Sunday,December,Night
2025-05-13,Transaction at Ola,3191.68,Transport,Net Banking,New York,Savings,Credit,Desktop,INR,Retail,Yes,Tuesday,May,Morning
2025-10-05,Transaction at Sony,4667.78,Electronics,Net Banking,Chicago,Credit Card,Credit,POS Terminal,INR,Subscription,Yes,Sunday,October,Night
2025-07-17,Transaction at Apple,274.48,Electronics,Debit Card,Houston,Salary,Debit,Mobile,INR,Restaurant,Yes,Thursday,July,Morning
2025-03-19,Transaction at Nike,1953.89,Clothing,Credit Card,Boston,Savings,Debit,ATM,INR,Subscription,Yes,Wednesday,March,Night
2025-08-07,Transaction at BigBazaar,2126.55,Grocery,Cash,Chicago,Savings,Debit,Mobile,INR,Service,No,Thursday,August,Morning
2025-10-31,Transaction at Levis,1021.16,Clothing,UPI,New York,Savings,Credit,POS Terminal,INR,Retail,No,Friday,October,Evening
2025-07-21,Transaction at Lyft,364.11,Transport,Credit Card,San Francisco,Salary,Credit,Desktop,INR,Retail,No,Monday,July,Afternoon
2025-11-11,Transaction at Costco,2277.13,Grocery,Debit Card,San Francisco,Current,Credit,POS Terminal,INR,Restaurant,Yes,Tuesday,November,Evening
2025-06-07,Transaction at Metro,2707.38,Transport,UPI,Chicago,Credit Card,Credit,Mobile,INR,Subscription,Yes,Saturday,June,Afternoon
2025-06-27,Transaction at Target,3655.06,Grocery,Net Banking,Los Angeles,Credit Card,Credit,Mobile,INR,Restaurant,No,Friday,June,Night
2025-10-17,Transaction at Dell,3523.0,Electronics,Credit Card,San Francisco,Salary,Debit,Desktop,INR,Subscription,Yes,Friday,October,Afternoon
2025-12-05,Transaction at Starbucks,3252.06,Food,UPI,Chicago,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Friday,December,Afternoon
2025-05-31,Transaction at Adidas,261.18,Clothing,Net Banking,Houston,Current,Credit,POS Terminal,INR,Restaurant,No,Saturday,May,Night
2025-09-11,Transaction at Netflix,4048.65,Entertainment,Net Banking,Houston,Salary,Credit,Desktop,INR,Restaurant,No,Thursday,September,Afternoon
2025-05-06,Transaction at Nike,4981.42,Clothing,Cash,Boston,Salary,Debit,ATM,INR,Retail,No,Tuesday,May,Afternoon
2025-03-08,Transaction at RedBus,20.42,Transport,UPI,New York,Salary,Credit,Mobile,INR,Subscription,No,Saturday,March,Morning
2025-07-09,Transaction at KFC,3575.7,Food,Debit Card,San Francisco,Salary,Credit,Desktop,INR,Subscription,Yes,Wednesday,July,Morning
2025-01-21,Transaction at Starbucks,3640.77,Food,Credit Card,San Francisco,Savings,Credit,Mobile,INR,Service,No,Tuesday,January,Morning
2025-11-12,Transaction at Disney+,1475.94,Entertainment,Net Banking,Boston,Credit Card,Credit,Desktop,INR,Service,Yes,Wednesday,November,Evening
2025-04-17,Transaction at Lyft,3084.68,Transport,Cash,New York,Salary,Debit,Mobile,INR,Subscription,Yes,Thursday,April,Morning
2025-05-20,Transaction at RedBus,1657.24,Transport,Cash,Houston,Salary,Credit,ATM,INR,Retail,Yes,Tuesday,May,Morning
2025-10-22,Transaction at Netflix,4874.03,Entertainment,Debit Card,Houston,Salary,Debit,POS Terminal,INR,Subscription,No,Wednesday,October,Night
2025-05-09,Transaction at Samsung,4172.98,Electronics,Credit Card,New York,Credit Card,Debit,Desktop,INR,Online Store,Yes,Friday,May,Evening
2025-12-17,Transaction at Dominos,4512.52,Food,UPI,Houston,Salary,Debit,Desktop,INR,Subscription,Yes,Wednesday,December,Morning
2025-03-11,Transaction at BigBazaar,4240.03,Grocery,Cash,Houston,Salary,Credit,Mobile,INR,Retail,No,Tuesday,March,Afternoon
2025-09-10,Transaction at RedBus,3347.46,Transport,UPI,Los Angeles,Credit Card,Credit,POS Terminal,INR,Online Store,Yes,Wednesday,September,Morning
2025-05-14,Transaction at Spotify,2123.74,Entertainment,Credit Card,Los Angeles,Credit Card,Debit,POS Terminal,INR,Service,No,Wednesday,May,Morning
2025-01-22,Transaction at Apple,4502.77,Electronics,Net Banking,Houston,Current,Credit,Mobile,INR,Retail,No,Wednesday,January,Afternoon
2025-08-15,Transaction at Costco,2091.94,Grocery,Debit Card,New York,Credit Card,Debit,ATM,INR,Subscription,Yes,Friday,August,Afternoon
2025-09-17,Transaction at YouTube Premium,3955.14,Entertainment,UPI,New York,Current,Debit,ATM,INR,Service,No,Wednesday,September,Afternoon
2025-05-29,Transaction at Ola,4567.58,Transport,Debit Card,Houston,Salary,Debit,Mobile,INR,Service,No,Thursday,May,Afternoon
2025-08-04,Transaction at RedBus,4787.79,Transport,Debit Card,Los Angeles,Savings,Debit,Desktop,INR,Subscription,No,Monday,August,Morning
2025-04-25,Transaction at Apple,159.61,Electronics,Cash,San Francisco,Salary,Debit,Mobile,INR,Subscription,No,Friday,April,Evening
2025-12-09,Transaction at Zara,74.85,Clothing,Net Banking,San Francisco,Savings,Debit,Desktop,INR,Restaurant,No,Tuesday,December,Afternoon
2025-05-16,Transaction at Costco,353.85,Grocery,UPI,Chicago,Current,Debit,Desktop,INR,Subscription,Yes,Friday,May,Evening
2025-05-11,Transaction at KFC,4440.22,Food,Cash,Chicago,Credit Card,Credit,Desktop,INR,Restaurant,Yes,Sunday,May,Night
2025-02-15,Transaction at Adidas,1396.32,Clothing,Credit Card,Boston,Salary,Credit,Desktop,INR,Online Store,No,Saturday,February,Night
2025-02-26,Transaction at RedBus,2530.72,Transport,Net Banking,San Francisco,Salary,Debit,Mobile,INR,Subscription,No,Wednesday,February,Night
2025-11-18,Transaction at Dominos,245.24,Food,Cash,San Francisco,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,November,Afternoon
2025-02-10,Transaction at Ola,4188.75,Transport,Credit Card,Chicago,Savings,Credit,ATM,INR,Subscription,No,Monday,February,Afternoon
2025-03-13,Transaction at Target,302.4,Grocery,Debit Card,New York,Salary,Credit,Mobile,INR,Service,No,Thursday,March,Morning
2025-12-26,Transaction at Samsung,1380.88,Electronics,Credit Card,Houston,Credit Card,Credit,Mobile,INR,Online Store,Yes,Friday,December,Evening
2025-04-21,Transaction at KFC,2007.34,Food,Credit Card,Boston,Current,Debit,POS Terminal,INR,Online Store,No,Monday,April,Afternoon
2025-06-28,Transaction at Spotify,2988.75,Entertainment,Cash,Los Angeles,Credit Card,Debit,Mobile,INR,Subscription,No,Saturday,June,Evening
2025-10-02,Transaction at YouTube Premium,1905.35,Entertainment,Credit Card,Chicago,Savings,Debit,Mobile,INR,Subscription,Yes,Thursday,October,Evening
2025-01-24,Transaction at McDonalds,2408.02,Food,Net Banking,San Francisco,Current,Credit,Mobile,INR,Restaurant,No,Friday,January,Evening
2025-07-01,Transaction at Dominos,89.22,Food,Debit Card,Houston,Current,Credit,ATM,INR,Retail,No,Tuesday,July,Morning
2025-09-24,Transaction at Dell,390.28,Electronics,Debit Card,Boston,Savings,Credit,Mobile,INR,Restaurant,Yes,Wednesday,September,Afternoon
2025-01-02,Transaction at Metro,2571.04,Transport,Cash,Houston,Current,Debit,POS Terminal,INR,Service,Yes,Thursday,January,Evening
2025-12-23,Transaction at Uber,4797.88,Transport,Cash,Chicago,Salary,Debit,ATM,INR,Service,No,Tuesday,December,Afternoon
2025-01-25,Transaction at Netflix,1681.58,Entertainment,Credit Card,Houston,Credit Card,Debit,Mobile,INR,Subscription,Yes,Saturday,January,Evening
2025-10-18,Transaction at Dell,997.66,Electronics,Cash,Los Angeles,Salary,Credit,POS Terminal,INR,Retail,No,Saturday,October,Morning
2025-05-06,Transaction at Amazon Prime,2160.64,Entertainment,Cash,Houston,Salary,Debit,Mobile,INR,Restaurant,No,Tuesday,May,Afternoon
2025-07-15,Transaction at Walmart,20.49,Grocery,Credit Card,Houston,Salary,Credit,ATM,INR,Restaurant,No,Tuesday,July,Afternoon
2025-11-18,Transaction at Dell,3148.32,Electronics,Credit Card,Los Angeles,Salary,Debit,Desktop,INR,Restaurant,Yes,Tuesday,November,Morning
2025-10-04,Transaction at Starbucks,4824.97,Food,Net Banking,Houston,Current,Credit,Mobile,INR,Retail,Yes,Saturday,October,Morning
2025-11-27,Transaction at Dell,2375.6,Electronics,Cash,Los Angeles,Salary,Debit,Mobile,INR,Service,No,Thursday,November,Morning
2025-12-26,Transaction at Dominos,4172.09,Food,Cash,Boston,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Friday,December,Morning
2025-02-02,Transaction at Subway,3126.92,Food,Debit Card,New York,Current,Credit,POS Terminal,INR,Service,Yes,Sunday,February,Morning
2025-10-09,Transaction at BigBazaar,4967.27,Grocery,Cash,Los Angeles,Savings,Debit,POS Terminal,INR,Online Store,No,Thursday,October,Night
2025-10-12,Transaction at Samsung,4236.56,Electronics,Debit Card,Los Angeles,Credit Card,Debit,ATM,INR,Online Store,No,Sunday,October,Afternoon
2025-09-08,Transaction at Samsung,1604.42,Electronics,Credit Card,New York,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Monday,September,Afternoon
2025-06-25,Transaction at Ola,4640.36,Transport,Debit Card,Houston,Current,Credit,POS Terminal,INR,Online Store,Yes,Wednesday,June,Night
2025-06-03,Transaction at Adidas,3973.82,Clothing,Net Banking,Chicago,Current,Credit,Mobile,INR,Service,Yes,Tuesday,June,Afternoon
2025-08-15,Transaction at Walmart,2828.99,Grocery,Cash,Houston,Savings,Credit,Desktop,INR,Online Store,No,Friday,August,Evening
2025-07-06,Transaction at KFC,2274.04,Food,UPI,Chicago,Salary,Credit,Mobile,INR,Online Store,Yes,Sunday,July,Morning
2025-04-12,Transaction at Walmart,1785.23,Grocery,Debit Card,Houston,Current,Debit,POS Terminal,INR,Online Store,Yes,Saturday,April,Afternoon
2025-04-07,Transaction at Dell,2147.73,Electronics,Cash,San Francisco,Savings,Debit,Mobile,INR,Online Store,Yes,Monday,April,Morning
2025-12-20,Transaction at Lyft,2404.43,Transport,Credit Card,Los Angeles,Savings,Credit,Desktop,INR,Retail,No,Saturday,December,Morning
2025-09-03,Transaction at Netflix,2598.35,Entertainment,Credit Card,Chicago,Current,Credit,POS Terminal,INR,Retail,No,Wednesday,September,Morning
2025-12-14,Transaction at Costco,141.57,Grocery,Net Banking,Chicago,Salary,Credit,Mobile,INR,Restaurant,No,Sunday,December,Night
2025-02-06,Transaction at Samsung,1127.67,Electronics,UPI,Los Angeles,Salary,Credit,Mobile,INR,Online Store,Yes,Thursday,February,Evening
2025-06-09,Transaction at Netflix,4828.21,Entertainment,Credit Card,Chicago,Salary,Credit,Mobile,INR,Restaurant,Yes,Monday,June,Afternoon
2025-05-26,Transaction at Costco,4567.72,Grocery,Net Banking,Boston,Salary,Debit,ATM,INR,Online Store,No,Monday,May,Evening
2025-07-10,Transaction at KFC,1326.95,Food,UPI,Houston,Savings,Credit,POS Terminal,INR,Restaurant,No,Thursday,July,Evening
2025-01-21,Transaction at Subway,3487.53,Food,Cash,Boston,Salary,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,January,Afternoon
2025-04-30,Transaction at Sony,1140.49,Electronics,Debit Card,Chicago,Savings,Debit,Desktop,INR,Retail,Yes,Wednesday,April,Morning
2025-07-09,Transaction at Lyft,2153.12,Transport,Credit Card,New York,Salary,Debit,ATM,INR,Retail,Yes,Wednesday,July,Afternoon
2025-10-14,Transaction at KFC,428.57,Food,Net Banking,New York,Current,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,October,Night
2025-07-31,Transaction at Dominos,683.73,Food,Net Banking,Los Angeles,Salary,Credit,POS Terminal,INR,Retail,No,Thursday,July,Night
2025-06-11,Transaction at Amazon Prime,4216.4,Entertainment,Cash,Houston,Current,Debit,POS Terminal,INR,Retail,Yes,Wednesday,June,Afternoon
2025-09-14,Transaction at Levis,3378.66,Clothing,Debit Card,Houston,Credit Card,Credit,ATM,INR,Online Store,Yes,Sunday,September,Morning
2025-08-21,Transaction at Sony,2202.05,Electronics,Debit Card,Houston,Credit Card,Credit,Desktop,INR,Online Store,No,Thursday,August,Night
2025-06-22,Transaction at Ola,4040.5,Transport,Debit Card,Chicago,Savings,Debit,Desktop,INR,Retail,No,Sunday,June,Evening
2025-06-14,Transaction at Amazon Prime,4960.17,Entertainment,Cash,Los Angeles,Salary,Credit,ATM,INR,Restaurant,Yes,Saturday,June,Morning
2025-10-27,Transaction at Costco,2244.92,Grocery,Credit Card,Boston,Savings,Credit,ATM,INR,Restaurant,No,Monday,October,Morning
2025-03-13,Transaction at KFC,2868.41,Food,Credit Card,Houston,Salary,Credit,ATM,INR,Online Store,No,Thursday,March,Afternoon
2025-10-10,Transaction at Nike,4875.15,Clothing,Net Banking,New York,Salary,Credit,ATM,INR,Service,No,Friday,October,Morning
2025-04-14,Transaction at McDonalds,881.46,Food,Debit Card,San Francisco,Salary,Debit,Mobile,INR,Restaurant,Yes,Monday,April,Morning
2025-02-09,Transaction at Starbucks,4324.9,Food,UPI,Houston,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,February,Afternoon
2025-11-16,Transaction at McDonalds,978.47,Food,UPI,Boston,Salary,Debit,POS Terminal,INR,Service,Yes,Sunday,November,Afternoon
2025-10-01,Transaction at Tesco,705.9,Grocery,Net Banking,Los Angeles,Credit Card,Credit,POS Terminal,INR,Service,No,Wednesday,October,Night
2025-08-13,Transaction at H&M,4386.29,Clothing,Cash,San Francisco,Salary,Credit,Desktop,INR,Subscription,No,Wednesday,August,Morning
2025-02-25,Transaction at Apple,4896.06,Electronics,Debit Card,Chicago,Current,Credit,ATM,INR,Online Store,Yes,Tuesday,February,Morning
2025-01-18,Transaction at Dominos,3058.66,Food,Net Banking,Los Angeles,Current,Debit,Mobile,INR,Restaurant,No,Saturday,January,Morning
2025-09-04,Transaction at Costco,4065.02,Grocery,Cash,New York,Savings,Credit,POS Terminal,INR,Online Store,Yes,Thursday,September,Night
2025-03-18,Transaction at Nike,2255.35,Clothing,Net Banking,Chicago,Salary,Credit,ATM,INR,Service,Yes,Tuesday,March,Night
2025-08-24,Transaction at Netflix,1014.21,Entertainment,Debit Card,Chicago,Current,Credit,Mobile,INR,Subscription,No,Sunday,August,Afternoon
2025-06-30,Transaction at Uber,1592.96,Transport,Cash,San Francisco,Credit Card,Debit,ATM,INR,Subscription,No,Monday,June,Evening
2025-02-26,Transaction at H&M,4739.1,Clothing,Cash,New York,Savings,Debit,Mobile,INR,Retail,No,Wednesday,February,Morning
2025-09-27,Transaction at Amazon Prime,1160.5,Entertainment,Cash,New York,Savings,Debit,POS Terminal,INR,Subscription,Yes,Saturday,September,Evening
2025-02-15,Transaction at RedBus,1734.68,Transport,Credit Card,Los Angeles,Salary,Debit,ATM,INR,Retail,Yes,Saturday,February,Morning
2025-06-12,Transaction at Ola,2386.53,Transport,Net Banking,San Francisco,Credit Card,Debit,Mobile,INR,Subscription,Yes,Thursday,June,Evening
2025-02-13,Transaction at McDonalds,1347.34,Food,Credit Card,New York,Credit Card,Debit,Mobile,INR,Online Store,No,Thursday,February,Afternoon
2025-02-19,Transaction at Netflix,3660.17,Entertainment,Credit Card,Boston,Salary,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,February,Morning
2025-08-28,Transaction at Target,2255.71,Grocery,Cash,Boston,Savings,Credit,ATM,INR,Online Store,No,Thursday,August,Afternoon
2025-08-11,Transaction at Samsung,4431.94,Electronics,Credit Card,Houston,Salary,Credit,Desktop,INR,Retail,Yes,Monday,August,Night
2025-01-09,Transaction at Netflix,2926.08,Entertainment,Debit Card,Chicago,Credit Card,Credit,POS Terminal,INR,Subscription,No,Thursday,January,Evening
2025-07-31,Transaction at Uber,2866.05,Transport,Debit Card,Chicago,Salary,Debit,ATM,INR,Subscription,Yes,Thursday,July,Morning
2025-02-15,Transaction at Apple,379.64,Electronics,Cash,Boston,Salary,Credit,Mobile,INR,Online Store,No,Saturday,February,Night
2025-11-02,Transaction at Adidas,571.02,Clothing,UPI,Chicago,Savings,Debit,Mobile,INR,Online Store,No,Sunday,November,Evening
2025-05-17,Transaction at Adidas,2992.2,Clothing,Cash,Boston,Savings,Credit,ATM,INR,Restaurant,Yes,Saturday,May,Night
2025-07-04,Transaction at Zara,721.68,Clothing,Net Banking,Houston,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Friday,July,Afternoon
2025-12-14,Transaction at Netflix,3360.95,Entertainment,Credit Card,San Francisco,Credit Card,Credit,POS Terminal,INR,Service,No,Sunday,December,Night
2025-10-07,Transaction at McDonalds,3905.18,Food,Cash,New York,Salary,Debit,Mobile,INR,Service,Yes,Tuesday,October,Morning
2025-04-27,Transaction at Disney+,4435.38,Entertainment,Net Banking,Chicago,Current,Debit,ATM,INR,Online Store,No,Sunday,April,Evening
2025-05-23,Transaction at Adidas,2974.93,Clothing,Cash,New York,Credit Card,Credit,POS Terminal,INR,Online Store,No,Friday,May,Afternoon
2025-05-11,Transaction at McDonalds,2485.21,Food,Net Banking,Houston,Credit Card,Debit,Mobile,INR,Service,Yes,Sunday,May,Morning
2025-09-06,Transaction at Zara,4447.36,Clothing,Debit Card,Los Angeles,Credit Card,Credit,POS Terminal,INR,Restaurant,No,Saturday,September,Night
2025-01-30,Transaction at Dominos,1616.2,Food,Cash,Houston,Savings,Debit,ATM,INR,Subscription,Yes,Thursday,January,Morning
2025-02-13,Transaction at Dominos,2576.02,Food,UPI,New York,Current,Credit,Mobile,INR,Service,Yes,Thursday,February,Evening
2025-01-27,Transaction at Costco,3846.16,Grocery,Cash,San Francisco,Credit Card,Debit,Mobile,INR,Subscription,Yes,Monday,January,Morning
2025-11-30,Transaction at H&M,3695.14,Clothing,Net Banking,Los Angeles,Current,Debit,POS Terminal,INR,Subscription,No,Sunday,November,Evening
2025-10-26,Transaction at Ola,1913.02,Transport,Debit Card,Los Angeles,Current,Debit,Mobile,INR,Online Store,Yes,Sunday,October,Afternoon
2025-12-08,Transaction at McDonalds,3325.9,Food,Net Banking,New York,Current,Credit,POS Terminal,INR,Service,Yes,Monday,December,Night
2025-11-04,Transaction at Lyft,3600.17,Transport,UPI,Houston,Current,Debit,Desktop,INR,Retail,Yes,Tuesday,November,Night
2025-06-07,Transaction at Subway,1185.03,Food,UPI,San Francisco,Salary,Credit,Mobile,INR,Subscription,Yes,Saturday,June,Night
2025-12-15,Transaction at Nike,2363.4,Clothing,Cash,Chicago,Savings,Debit,Mobile,INR,Restaurant,Yes,Monday,December,Evening
2025-09-23,Transaction at Apple,281.16,Electronics,Credit Card,Chicago,Credit Card,Credit,Mobile,INR,Service,Yes,Tuesday,September,Morning
2025-01-11,Transaction at Tesco,3514.88,Grocery,Cash,Boston,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,January,Night
2025-12-22,Transaction at HP,1054.11,Electronics,UPI,Chicago,Current,Debit,Desktop,INR,Service,Yes,Monday,December,Afternoon
2025-12-23,Transaction at Disney+,4022.27,Entertainment,Debit Card,New York,Salary,Credit,POS Terminal,INR,Retail,No,Tuesday,December,Evening
2025-05-12,Transaction at Ola,3437.29,Transport,Net Banking,New York,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Monday,May,Evening
2025-03-12,Transaction at Levis,1590.74,Clothing,UPI,New York,Current,Debit,Mobile,INR,Retail,Yes,Wednesday,March,Afternoon
